Name,Points,Unnamed: 1_level_0Age,GamesG,GamesGS,RushingRush,RushingYds,RushingTD,Rushing1D,RushingLng,RushingY/A,RushingY/G,RushingA/G,ReceivingTgt,ReceivingRec,ReceivingYds,ReceivingY/R,ReceivingTD,Receiving1D,ReceivingLng,ReceivingR/G,ReceivingY/G,ReceivingCtch%,ReceivingY/Tgt,Total YdsTouch,Total YdsY/Tch,Total YdsYScm,Unnamed: 29_level_0RRTD,Unnamed: 30_level_0Fmb
Dontrell Hilliard,141.6,26,8,5,56,350,2,15,68,6.3,43.8,7,26,19,87,4.6,0,7,28,2.4,10.9,0.731,3.3,75,5.8,437,2,2
Dontrell Hilliard,14.9,21,6,0,0,0,0,0,0,0,0,0,2,2,16,8,0,2,10,0.3,2.7,1,8,2,8,16,0,0
Colby Parkinson,133.6,22,14,1,0,0,0,0,0,0,0,0,8,5,33,6.6,0,2,12,0.4,2.4,0.625,4.1,5,6.6,33,0,0
Colby Parkinson,92.5,24,8,0,39,148,1,7,20,3.8,18.5,4.9,8,7,33,4.7,0,0,16,0.9,4.1,0.875,4.1,46,3.9,181,1,1
Jamycal Hasty,134,25,11,0,16,68,1,6,21,4.3,6.2,1.5,29,23,157,6.8,0,7,23,2.1,14.3,0.793,5.4,39,5.8,225,1,2
Jamycal Hasty,29,22,16,0,58,225,2,10,18,3.9,14.1,3.6,15,8,70,8.8,0,5,14,0.5,4.4,0.533,4.7,66,4.5,295,2,0
Justice Hill,104,23,12,0,12,60,0,2,19,5,5,1,5,5,20,4,0,0,8,0.4,1.7,1,4,17,4.7,80,0,0
Justice Hill,74.7,22,12,0,0,0,0,0,0,0,0,0,3,1,5,5,0,0,5,0.1,0.4,0.333,1.7,1,5,5,0,0
Justin Watson,35.2,23,16,2,0,0,0,0,0,0,0,0,26,15,159,10.6,2,10,17,0.9,9.9,0.577,6.1,15,10.6,159,2,0
Justin Watson,0,24,11,2,0,0,0,0,0,0,0,0,11,7,94,13.4,0,5,36,0.6,8.5,0.636,8.5,7,13.4,94,0,0
Justin Watson,121.5,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Watson,112.3,22,12,2,34,108,2,9,13,3.2,9,2.8,20,17,111,6.5,1,5,13,1.4,9.3,0.85,5.6,51,4.3,219,3,0
DeeJay Dallas,108.6,23,17,0,33,138,2,10,15,4.2,8.1,1.9,23,21,133,6.3,0,4,29,1.2,7.8,0.913,5.8,54,5,271,2,1
DeeJay Dallas,225.3,22,10,4,122,474,5,29,35,3.9,47.4,12.2,13,11,46,4.2,0,3,9,1.1,4.6,0.846,3.5,133,3.9,520,5,1
Mark Ingram,149.2,23,16,5,156,602,5,29,31,3.9,37.6,9.8,10,6,29,4.8,0,2,16,0.4,1.8,0.6,2.9,162,3.9,631,5,0
Mark Ingram,409.7,24,11,3,78,386,1,18,34,4.9,35.1,7.1,11,7,68,9.7,0,3,23,0.6,6.2,0.636,6.2,85,5.3,454,1,0
Mark Ingram,434.2,25,13,9,226,964,9,52,31,4.3,74.2,17.4,36,29,145,5,0,5,14,2.2,11.2,0.806,4,255,4.3,1109,9,3
Mark Ingram,510.6,26,12,10,166,769,6,47,70,4.6,64.1,13.8,60,50,405,8.1,0,22,59,4.2,33.8,0.833,6.8,216,5.4,1174,6,2
Mark Ingram,586,27,16,14,205,1043,6,50,75,5.1,65.2,12.8,58,46,319,6.9,4,18,22,2.9,19.9,0.793,5.5,251,5.4,1362,10,2
Mark Ingram,301.5,28,16,12,230,1124,12,52,72,4.9,70.3,14.4,71,58,416,7.2,0,19,54,3.6,26,0.817,5.9,288,5.3,1540,12,3
Mark Ingram,491.5,29,12,6,138,645,6,34,38,4.7,53.8,11.5,27,21,170,8.1,1,5,28,1.8,14.2,0.778,6.3,159,5.1,815,7,3
Mark Ingram,122.7,30,15,15,202,1018,10,53,53,5,67.9,13.5,29,26,247,9.5,5,16,25,1.7,16.5,0.897,8.5,228,5.5,1265,15,2
Mark Ingram,251.8,31,11,9,72,299,2,14,30,4.2,27.2,6.5,8,6,50,8.3,0,2,18,0.5,4.5,0.75,6.3,78,4.5,349,2,0
Mark Ingram,108.4,32,14,10,160,554,2,23,28,3.5,39.6,11.4,35,27,162,6,0,9,34,1.9,11.6,0.771,4.6,187,3.8,716,2,1
Mark Ingram,143.4,0,7,7,92,294,1,14,24,3.2,42,13.1,9,7,24,3.4,0,1,10,1,3.4,0.778,2.7,99,3.2,318,1,0
Mark Ingram,108.3,0,7,3,68,260,1,9,28,3.8,37.1,9.7,26,20,138,6.9,0,8,34,2.9,19.7,0.769,5.3,88,4.5,398,1,1
Mark Ingram,35.8,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rex Burkhead,43.4,24,9,0,9,27,1,1,10,3,3,1,10,7,49,7,0,3,15,0.8,5.4,0.7,4.9,16,4.8,76,1,0
Rex Burkhead,173.7,25,16,0,4,4,0,0,2,1,0.3,0.3,15,10,94,9.4,1,4,27,0.6,5.9,0.667,6.3,14,7,98,1,1
Rex Burkhead,231.4,26,16,1,74,344,2,24,17,4.6,21.5,4.6,20,17,145,8.5,0,9,18,1.1,9.1,0.85,7.3,91,5.4,489,2,1
Rex Burkhead,111.1,27,10,3,64,264,5,14,31,4.1,26.4,6.4,36,30,254,8.5,3,13,23,3,25.4,0.833,7.1,94,5.5,518,8,1
Rex Burkhead,217.3,28,8,4,57,186,0,11,12,3.3,23.3,7.1,20,14,131,9.4,1,4,25,1.8,16.4,0.7,6.6,71,4.5,317,1,2
Rex Burkhead,200.8,29,13,1,65,302,3,18,33,4.6,23.2,5,38,27,279,10.3,0,10,32,2.1,21.5,0.711,7.3,92,6.3,581,3,1
Rex Burkhead,224.9,30,10,0,67,274,3,18,18,4.1,27.4,6.7,33,25,192,7.7,3,11,24,2.5,19.2,0.758,5.8,92,5.1,466,6,0
Rex Burkhead,128.2,31,16,5,122,427,3,30,36,3.5,26.7,7.6,32,25,186,7.4,0,9,20,1.6,11.6,0.781,5.8,147,4.2,613,3,1
Rex Burkhead,390,23,16,8,3,42,0,2,30,14,2.6,0.2,78,42,587,14,2,19,52,2.6,36.7,0.538,7.5,45,14,629,2,1
Chosen Anderson,305.2,24,16,15,3,9,0,0,7,3,0.6,0.2,114,63,941,14.9,7,38,69,3.9,58.8,0.553,8.3,66,14.4,950,7,0
Chosen Anderson,314.9,25,14,9,2,-8,0,0,1,-4,-0.6,0.1,94,50,752,15,6,30,76,3.6,53.7,0.532,8,52,14.3,744,6,2
Chosen Anderson,444.3,26,16,15,1,4,0,0,4,4,0.3,0.1,96,52,779,15,5,35,92,3.3,48.7,0.542,8.1,53,14.8,783,5,1
Chosen Anderson,249.5,27,16,16,4,15,0,1,11,3.8,0.9,0.3,136,95,1096,11.5,3,49,75,5.9,68.5,0.699,8.1,99,11.2,1111,3,1
Chosen Anderson,108.6,28,17,16,3,36,0,1,30,12,2.1,0.2,110,53,519,9.8,5,27,57,3.1,30.5,0.482,4.7,56,9.9,555,5,0
Chosen Anderson,55.7,23,12,7,1,-2,0,0,-2,-2,-0.2,0.1,45,27,467,17.3,5,19,75,2.3,38.9,0.6,10.4,28,16.6,465,5,2
Dante Pettis,30.8,24,11,4,0,0,0,0,0,0,0,0,24,11,109,9.9,2,7,21,1,9.9,0.458,4.5,11,9.9,109,2,0
Dante Pettis,32.8,25,7,1,0,0,0,0,0,0,0,0,6,4,76,19,1,3,33,0.6,10.9,0.667,12.7,4,19,76,1,1
Dante Pettis,0,0,2,0,0,0,0,0,0,0,0,0,5,4,76,19,1,3,33,2,38,0.8,15.2,4,19,76,1,0
Dante Pettis,40.1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dante Pettis,119.6,26,3,0,0,0,0,0,0,0,0,0,16,10,87,8.7,1,5,27,3.3,29,0.625,5.4,10,8.7,87,1,1
Dante Pettis,118.2,22,15,7,0,0,0,0,0,0,0,0,44,28,427,15.3,5,23,62,1.9,28.5,0.636,9.7,28,15.3,427,5,0
Tre'Quan Smith,191.3,23,11,6,0,0,0,0,0,0,0,0,25,18,234,13,5,17,32,1.6,21.3,0.72,9.4,18,13,234,5,0
Tre'Quan Smith,161.1,24,14,10,1,3,0,0,3,3,0.2,0.1,50,34,448,13.2,4,22,31,2.4,32,0.68,9,35,12.9,451,4,1
Tre'Quan Smith,108.4,25,11,6,0,0,0,0,0,0,0,0,50,32,377,11.8,3,18,34,2.9,34.3,0.64,7.5,32,11.8,377,3,1
Tre'Quan Smith,209.7,22,16,4,85,314,2,17,18,3.7,19.6,5.3,81,63,425,6.7,2,29,28,3.9,26.6,0.778,5.2,148,5,739,4,1
Nyheim Hines,363.6,23,16,2,52,199,2,16,18,3.8,12.4,3.3,58,44,320,7.3,0,15,21,2.8,20,0.759,5.5,96,5.4,519,2,1
Nyheim Hines,227.8,24,16,2,89,380,3,24,31,4.3,23.8,5.6,76,63,482,7.7,4,24,29,3.9,30.1,0.829,6.3,152,5.7,862,7,0
Nyheim Hines,120.2,25,17,4,56,276,2,15,34,4.9,16.2,3.3,57,40,310,7.8,1,15,36,2.4,18.2,0.702,5.4,96,6.1,586,3,3
